isbsg_project_id,project_prf_year_of_project,external_eef_industry_sector,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_speed_of_delivery,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,process_pmf_development_methodologies,process_pmf_docs,tech_tf_client_roles,tech_tf_server_roles,tech_tf_tools_used,project_prf_cost_currency,project_prf_application_group_business_application,project_prf_application_group_infrastructure_software,project_prf_application_group_mathematically_intensive_application,project_prf_application_group_mathematically_intensive_application_1,project_prf_application_group_nan,project_prf_application_group_real_time_application,tech_tf_clientserver_description_browser_server_architecture,tech_tf_clientserver_description_client_server,tech_tf_clientserver_description_client_presentation,tech_tf_clientserver_description_client_presentation_processing,tech_tf_clientserver_description_client_server_architecture,tech_tf_clientserver_description_client_server_architecture_p2p,tech_tf_clientserver_description_nan,tech_tf_clientserver_description_server_processing,tech_tf_clientserver_description_stand_alone,tech_tf_clientserver_description_web,external_eef_data_quality_rating_a,external_eef_data_quality_rating_b,external_eef_data_quality_rating_c_lang,external_eef_data_quality_rating_d,project_prf_development_type_enhancement,project_prf_development_type_new_development,project_prf_development_type_other,project_prf_development_type_poc,project_prf_development_type_porting,project_prf_development_type_re_development,tech_tf_development_platform_mf,tech_tf_development_platform_mr,tech_tf_development_platform_multi,tech_tf_development_platform_nan,tech_tf_development_platform_pc,tech_tf_development_platform_proprietary,tech_tf_language_type_2gl,tech_tf_language_type_3gl,tech_tf_language_type_4gl,tech_tf_language_type_5gl,tech_tf_language_type_apg,tech_tf_language_type_nan,project_prf_relative_size_l,project_prf_relative_size_m1,project_prf_relative_size_m2,project_prf_relative_size_nan,project_prf_relative_size_s,project_prf_relative_size_xl,project_prf_relative_size_xs,project_prf_relative_size_xxl,project_prf_relative_size_xxs,project_prf_case_tool_used_don_t_know,project_prf_case_tool_used_nan,project_prf_case_tool_used_no,project_prf_case_tool_used_yes,process_pmf_prototyping_used_nan,process_pmf_prototyping_used_yes,tech_tf_architecture_client_server,tech_tf_architecture_multi_tier,tech_tf_architecture_multi_tier_with_web_interface,tech_tf_architecture_multi_tier_with_web_public_interface,tech_tf_architecture_nan,tech_tf_architecture_stand_alone,tech_tf_architecture_standalone,tech_tf_client_server_don_t_know,tech_tf_client_server_nan,tech_tf_client_server_no,tech_tf_client_server_yes,tech_tf_type_of_server_back_end,tech_tf_type_of_server_client_server,tech_tf_type_of_server_lan_based,tech_tf_type_of_server_mainframe,tech_tf_type_of_server_multi_tier_with_web_public_interface,tech_tf_type_of_server_nan,tech_tf_type_of_server_standalone,tech_tf_type_of_server_unix,tech_tf_type_of_server_webserver,tech_tf_web_development_nan,tech_tf_web_development_web,tech_tf_web_development_web_1,tech_tf_dbms_used_nan,tech_tf_dbms_used_no,tech_tf_dbms_used_yes,people_prf_project_user_involvement_best,people_prf_project_user_involvement_don_t_know,people_prf_project_user_involvement_low,people_prf_project_user_involvement_nan,people_prf_project_user_involvement_no,people_prf_project_user_involvement_yes,project_prf_currency_multiple_nan,project_prf_currency_multiple_no,project_prf_currency_multiple_yes_1_000,project_prf_currency_multiple_yes_10_000,external_eef_organisation_type_top_insurance,external_eef_organisation_type_top_medical and health care,external_eef_organisation_type_top_manufacturing,external_eef_organisation_type_top_telecommunications,external_eef_organisation_type_top_government,external_eef_organisation_type_top_nan,external_eef_organisation_type_top_communications,external_eef_organisation_type_top_banking,external_eef_organisation_type_top_computers & software,external_eef_organisation_type_top_defence,external_eef_organisation_type_top_public administration,external_eef_organisation_type_top_aerospace / automotive,external_eef_organisation_type_top_transport & storage,"external_eef_organisation_type_top_financial, property & business services",external_eef_organisation_type_top_education institution,external_eef_organisation_type_top_community services,"external_eef_organisation_type_top_electricity, gas, water",external_eef_organisation_type_top_logistics,external_eef_organisation_type_top_wholesale & retail trade,external_eef_organisation_type_top_telecommunication,external_eef_organisation_type_other,project_prf_application_type_top_financial transaction process/accounting,project_prf_application_type_top_not recorded,project_prf_application_type_top_nan,project_prf_application_type_top_unknown,project_prf_application_type_top_customer relationship management,project_prf_application_type_top_relatively complex application,project_prf_application_type_top_workflow support & management,project_prf_application_type_top_business application,project_prf_application_type_top_embedded system/real_time application,project_prf_application_type_top_online. esales,project_prf_application_type_top_management of licences and permits,project_prf_application_type_top_online analysis and reporting,project_prf_application_type_top_catalogue/register of things or events,project_prf_application_type_top_software for machine control,project_prf_application_type_top_document management,project_prf_application_type_top_electronic data interchange,project_prf_application_type_top_management information system,project_prf_application_type_top_data warehouse system,project_prf_application_type_top_stock control & order processing,project_prf_application_type_top_management or performance reporting,project_prf_application_type_other,tech_tf_clientserver_description,project_prf_development_type_not_defined,tech_tf_development_platform_hand_held,project_prf_relative_size_xxxl,tech_tf_architecture_multi_tier_client_server,tech_tf_client_server_not_applicable,tech_tf_type_of_server_proprietary_midrange,project_prf_application_type_top_transaction/production system,project_prf_application_type_top_financial application area,project_prf_application_type_top_client-server,project_prf_application_type_top_customer billing/relationship management
10078,2015,communication,nan,56.0,439.0,439.0,7.8,7.8,15.1,3.7,nan,11.0,agile development,3,nan,nan,0,nan,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,1,,,,,,,,,,,
10085,2010,electronics & computers,abap,416.0,9205.0,9205.0,22.1,22.1,59.4,7.0,21_30,28.0,agile development,4,nan,nan,2,nan,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,,,,,,,,,,,
10096,2005,insurance,nan,22.0,134.0,134.0,6.1,6.1,7.3,3.0,nan,11.0,agile development,3,nan,nan,0,nan,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,,,,,,,,,,,
10109,2015,insurance,dotnet,317.0,3735.0,3735.0,11.8,11.8,47.3,6.7,5_8,7.0,agile development,2,nan,nan,0,"european, euro",1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,,,,,,,,,,,
10132,2010,manufacturing,java,260.0,1482.0,3480.0,15.1,13.4,81.3,3.2,nan,11.0,agile development,8,nan,nan,2,nan,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,1,,,,,,,,,,,
10145,2011,manufacturing,matlab,99.0,1482.0,870.0,15.1,8.8,11.0,9.0,nan,11.0,agile development,8,nan,nan,2,nan,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,1,,,,,,,,,,,
10149,2012,communication,pl/sql,244.0,4566.0,4566.0,18.7,18.7,55.5,4.4,nan,11.0,agile development,3,nan,nan,0,nan,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,,,,,,,,,,,
10169,2015,insurance,oracle,168.0,137.0,137.0,0.8,0.8,93.3,1.8,1,1.0,agile development,2,nan,nan,0,"european, euro",1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,,,,,,,,,,,
10171,2005,insurance,pl/i,140.0,1000.0,1000.0,7.1,7.1,20.0,7.0,nan,11.0,agile development,4,nan,nan,2,nan,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,,,,,,,,,,,
10172,2005,manufacturing,cpp,135.0,499.0,499.0,3.7,3.7,15.0,9.0,nan,11.0,agile development,4,nan,nan,2,nan,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,,,,,,,,,,,
10178,2005,medical & health care,java,826.0,2503.0,2503.0,3.0,3.0,18.8,44.0,3_4,4.0,agile development,14,data entry & validation; run a computer_human interface; web/html browser,database server; html/web server; mail server; security/authentication,1,nan,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0.0,1,0,0,0.0,0,0.0,1,,,,,,,,,,,
10184,2012,medical & health care,nan,13.0,2565.0,2565.0,197.3,197.3,0.9,15.0,21_30,28.0,agile development,2,nan,nan,0,"united states, dollar",0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,,,,,,,,,,,
10200,2009,electronics & computers,java,90.0,1112.0,1112.0,12.4,12.4,22.5,4.0,3_4,4.0,agile development,12,web/html browser,database server,2,nan,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,1,,,,,,,,,,,
